ResponseId,Q120,MainBranch,Age,Employment,RemoteWork,CodingActivities,EdLevel,LearnCode,LearnCodeOnline,LearnCodeCoursesCert,YearsCode,YearsCodePro,DevType,OrgSize,PurchaseInfluence,TechList,BuyNewTool,Country,Currency,CompTotal,LanguageHaveWorkedWith,LanguageWantToWorkWith,DatabaseHaveWorkedWith,DatabaseWantToWorkWith,PlatformHaveWorkedWith,PlatformWantToWorkWith,WebframeHaveWorkedWith,WebframeWantToWorkWith,MiscTechHaveWorkedWith,MiscTechWantToWorkWith,ToolsTechHaveWorkedWith,ToolsTechWantToWorkWith,NEWCollabToolsHaveWorkedWith,NEWCollabToolsWantToWorkWith,OpSysPersonal use,OpSysProfessional use,OfficeStackAsyncHaveWorkedWith,OfficeStackAsyncWantToWorkWith,OfficeStackSyncHaveWorkedWith,OfficeStackSyncWantToWorkWith,AISearchHaveWorkedWith,AISearchWantToWorkWith,AIDevHaveWorkedWith,AIDevWantToWorkWith,NEWSOSites,SOVisitFreq,SOAccount,SOPartFreq,SOComm,SOAI,AISelect,AISent,AIAcc,AIBen,AIToolInterested in Using,AIToolCurrently Using,AIToolNot interested in Using,AINextVery different,AINextNeither different nor similar,AINextSomewhat similar,AINextVery similar,AINextSomewhat different,TBranch,ICorPM,WorkExp,Knowledge_1,Knowledge_2,Knowledge_3,Knowledge_4,Knowledge_5,Knowledge_6,Knowledge_7,Knowledge_8,Frequency_1,Frequency_2,Frequency_3,TimeSearching,TimeAnswering,ProfessionalTech,Industry,SurveyLength,SurveyEase,ConvertedCompYearly
153,I agree,I am a developer by profession,25-34 years old,"Employed, full-time;Independent contractor, freelancer, or self-employed","Hybrid (some remote, some in-person)",Freelance/contract work,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Colleague;Online Courses or Certification,NA,Udemy,21,3,"Developer, back-end",20 to 99 employees,I have a great deal of influence,Investigate,Start a free trial,China,"AUD	Australian dollar",110000,Dart;HTML/CSS;JavaScript;PHP;SQL;TypeScript,HTML/CSS;JavaScript;SQL;TypeScript,MariaDB;MongoDB;MySQL;PostgreSQL;Redis,Dynamodb;Elasticsearch;PostgreSQL;Redis,Amazon Web Services (AWS);Digital Ocean;Google Cloud;Netlify;Vercel,Amazon Web Services (AWS);Digital Ocean;Google Cloud;Netlify;Vercel,Express;Node.js,Express;NestJS;Next.js;Node.js;React;Remix,NA,NA,Homebrew;npm;Yarn,Homebrew;Kubernetes;npm;Vite;Webpack;Yarn,DataGrip;PhpStorm;Visual Studio Code;WebStorm,Visual Studio Code,MacOS;Ubuntu;Windows,MacOS;Ubuntu;Windows,Clickup;Confluence;Jira;Notion,Confluence;Jira;Notion,Microsoft Teams,Microsoft Teams,ChatGPT,ChatGPT,GitHub Copilot,GitHub Copilot,Stack Overflow;Stack Exchange,Daily or almost daily,Yes,Less than once per month or monthly,"Yes, somewhat",NA,Yes,Favorable,Increase productivity;Greater efficiency;Speed up learning;Improve accuracy in coding;Improve collaboration,Highly trust,Learning about a codebase;Project planning;Writing code;Documenting code;Debugging and getting help;Testing code;Committing and reviewing code;Deployment and monitoring;Collaborating with teammates ,Learning about a codebase;Project planning;Writing code,,NA,NA,NA,NA,NA,Yes,People manager,6,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,Neither agree nor disagree,6-10 times a week,3-5 times a week,3-5 times a week,30-60 minutes a day,60-120 minutes a day,Continuous integration (CI) and (more often) continuous delivery,"Information Services, IT, Software Development, or other Technology",Appropriate in length,Neither easy nor difficult,72714
154,I agree,I am a developer by profession,35-44 years old,"Employed, full-time",Remote,Hobby,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","School (i.e., University, College, etc)",NA,NA,20,20,"Developer, back-end","10,000 or more employees",I have a great deal of influence,Given a list,Start a free trial,United States of America,"USD	United States dollar",200000,Go;Groovy;HTML/CSS;Java;JavaScript;PowerShell;Python;SQL,NA,Dynamodb;Elasticsearch;Microsoft SQL Server;MongoDB;MySQL;Neo4J;Oracle;SQLite,NA,Amazon Web Services (AWS);Google Cloud;Microsoft Azure,NA,AngularJS;ASP.NET;Flask;Node.js;Spring Boot,NA,.NET Framework (1.0 - 4.8);Apache Spark;Pandas;Scikit-Learn,NA,Ant;Homebrew;Kubernetes;Maven (build tool);Terraform,NA,IPython;Jupyter Notebook/JupyterLab;Notepad++;PyCharm;Sublime Text;Vim;Visual Studio Code,NA,MacOS;Ubuntu;Windows,,NA,NA,Microsoft Teams;Zoom,NA,ChatGPT,NA,NA,NA,Stack Overflow,Daily or almost daily,Yes,Daily or almost daily,"Yes, definitely","yes, it is",Yes,Very favorable,Increase productivity;Greater efficiency;Improve collaboration,Highly trust,,Learning about a codebase;Project planning;Writing code,,Learning about a codebase;Project planning;Writing code,,,,,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Too long,Easy,200000
155,I agree,I am a developer by profession,35-44 years old,"Employed, full-time",Remote,Contribute to open-source projects;Professional development or self-paced learning from online courses,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Books / Physical media;Other online resources (e.g., videos, blogs, forum)",Formal documentation provided by the owner of the tech;Blogs with tips and tricks;Recorded coding sessions;Video-based Online Courses;Written Tutorials;Interactive tutorial,NA,18,12,Developer Experience,"10,000 or more employees",I have little or no influence,NA,Ask developers I know/work with;Visit developer communities like Stack Overflow,Portugal,EUR European Euro,65000,C++;Go;JavaScript;Python;TypeScript,Go;Kotlin;Python;Rust;Swift;TypeScript;Zig,MongoDB;MySQL,MySQL,Oracle Cloud Infrastructure (OCI),Cloudflare;Fly.io;Netlify;Oracle Cloud Infrastructure (OCI);Vercel,Node.js;React,Deno;Next.js;Node.js;React;Remix;Svelte,Electron,React Native,CMake;Docker;Homebrew;LLVM's Clang;Make;Ninja;npm;Podman;Terraform,CMake;Docker;Homebrew;Kubernetes;LLVM's Clang;Make;Ninja;Nix;npm;pnpm;Podman;Terraform;Vite,IntelliJ IDEA;Vim;Visual Studio Code,IntelliJ IDEA;Vim;Visual Studio Code,iOS;MacOS,Debian;Fedora;iOS;MacOS;Other Linux-based;Red Hat;Ubuntu;Windows;Windows Subsystem for Linux (WSL),Confluence;Jira;Markdown File,Confluence;GitHub Discussions;Linear;Markdown File;Notion,Slack;Telegram;Whatsapp;Zoom,Discord;Slack;Telegram;Whatsapp;Zoom,NA,NA,NA,NA,Stack Overflow,Daily or almost daily,Yes,A few times per month or weekly,"Yes, definitely",I would prefer to not deal with AI tools altogether.,"No, and I don't plan to",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Individual contributor,12,Strongly agree,Agree,Disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,3-5 times a week,3-5 times a week,1-2 times a week,30-60 minutes a day,15-30 minutes a day,DevOps function;Automated testing;Developer portal or other central places to find tools/services;Continuous integration (CI) and (more often) continuous delivery,"Information Services, IT, Software Development, or other Technology",Appropriate in length,Easy,69608
156,I agree,I am a developer by profession,25-34 years old,"Employed, full-time","Hybrid (some remote, some in-person)",I don’t code outside of work,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Online Courses or Certification;On the job training;Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc)","Formal documentation provided by the owner of the tech;Blogs with tips and tricks;Recorded coding sessions;How-to videos;Online challenges (e.g., daily or weekly coding challenges);Written Tutorials",Pluralsight,6,1,"Developer, full-stack",20 to 99 employees,I have some influence,Investigate,Start a free trial;Ask developers I know/work with,Netherlands,EUR European Euro,NA,C;C#;C++;HTML/CSS;JavaScript;SQL,C#;HTML/CSS;SQL,Cloud Firestore;Firebase Realtime Database;Microsoft SQL Server;MongoDB;MySQL;PostgreSQL;SQLite,Microsoft SQL Server,Amazon Web Services (AWS);Firebase;Google Cloud;Heroku;Microsoft Azure,Amazon Web Services (AWS);Microsoft Azure,Angular;ASP.NET;ASP.NET CORE;Blazor;jQuery;Next.js;Node.js;React,ASP.NET;ASP.NET CORE,.NET (5+) ;.NET Framework (1.0 - 4.8);React Native,.NET Framework (1.0 - 4.8),CMake;Docker;MSBuild;MSVC;npm;NuGet;Visual Studio Solution,NA,CLion;Eclipse;Notepad++;Vim;Visual Studio Code,Notepad++;Visual Studio Code,Windows,Windows,Azure Devops;Jira,NA,Discord;Microsoft Teams;Whatsapp,Discord,ChatGPT,ChatGPT,NA,NA,Stack Overflow;Stack Exchange,Daily or almost daily,Yes,A few times per week,"No, not really",NA,"No, and I don't plan to",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Too long,Neither easy nor difficult,NA
157,I agree,I am a developer by profession,45-54 years old,"Employed, part-time","Hybrid (some remote, some in-person)",I don’t code outside of work,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Other online resources (e.g., videos, blogs, forum)",Formal documentation provided by the owner of the tech;Blogs with tips and tricks;How-to videos;Video-based Online Courses;Written Tutorials;Click to write Choice 20;Stack Overflow,NA,Less than 1 year,Less than 1 year,"Developer, full-stack",2 to 9 employees,I have a great deal of influence,Investigate,Start a free trial;Read ratings or reviews on third party sites like G2 Crowd,United Kingdom of Great Britain and Northern Ireland,"GBP	Pound sterling",NA,JavaScript,NA,MySQL,NA,Microsoft Azure,NA,Express;Node.js;React,NA,NA,NA,npm,NA,Visual Studio Code,NA,Windows,,NA,NA,Signal,NA,ChatGPT,NA,NA,NA,Stack Overflow;Collectives on Stack Overflow,A few times per month or weekly,Yes,A few times per month or weekly,Neutral,"Chat GPT is superior to SO in that the majority of questions I ask on SO get either no response, or some sarcastic, unhelpful response.  Chat GPT rarely has a complete answer, but it will provide a starting point for problem resolution.",Yes,Very favorable,Speed up learning,Somewhat trust,Documenting code,Learning about a codebase;Writing code;Debugging and getting help,,,,,Learning about a codebase;Debugging and getting help,,Yes,Individual contributor,23,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Never,Never,Never,Over 120 minutes a day,Less than 15 minutes a day,None of these,NA,Appropriate in length,Easy,NA
158,I agree,I code primarily as a hobby,65 years or older,Retired,NA,NA,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Books / Physical media;Colleague;Online Courses or Certification;On the job training;Other online resources (e.g., videos, blogs, forum)",Formal documentation provided by the owner of the tech;Blogs with tips and tricks;Books;Recorded coding sessions;How-to videos;Written Tutorials;Click to write Choice 20;Stack Overflow;Interactive tutorial,NA,27,NA,NA,NA,NA,Other,Start a free trial;Ask developers I know/work with;Visit developer communities like Stack Overflow;Read ratings or reviews on third party sites like G2 Crowd,United States of America,NA,NA,Bash/Shell (all shells);HTML/CSS;JavaScript;PowerShell;TypeScript,Bash/Shell (all shells);HTML/CSS;JavaScript,NA,NA,Cloudflare;Digital Ocean;Firebase;Google Cloud;Netlify;Render;Vercel,Cloudflare;Netlify;Render;Vercel,Node.js;Vue.js,Node.js,NA,NA,npm;Vite,npm;pnpm,Visual Studio Code,Visual Studio Code,MacOS,MacOS,GitHub Discussions,GitHub Discussions,Discord;Zoom,Discord;Zoom,Bing AI;Google Bard AI,Bing AI;Google Bard AI,NA,NA,Stack Overflow;Stack Exchange;Collectives on Stack Overflow,Daily or almost daily,Yes,A few times per month or weekly,"Yes, somewhat","Using AI tools: It’s OK, and in any event It’s The Future™. Improving SO: moderation to reduce some of the seemingly automatic rudeness of many responders.","No, and I don't plan to",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Appropriate in length,Easy,NA
159,I agree,"I used to be a developer by profession, but no longer am",35-44 years old,"Employed, full-time","Hybrid (some remote, some in-person)",Hobby;Professional development or self-paced learning from online courses,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Books / Physical media;Colleague;Online Courses or Certification;On the job training;Other online resources (e.g., videos, blogs, forum)","Formal documentation provided by the owner of the tech;Blogs with tips and tricks;Written-based Online Courses;Online challenges (e.g., daily or weekly coding challenges);Written Tutorials;Click to write Choice 20;Stack Overflow",Codecademy;Udemy,25,13,System administrator,NA,NA,Investigate,Start a free trial;Ask developers I know/work with;Visit developer communities like Stack Overflow,Hungary,NA,NA,Bash/Shell (all shells);Go;PHP;Python;SQL,Bash/Shell (all shells);Go;PHP;SQL,Dynamodb;Elasticsearch;MySQL;PostgreSQL;Redis;Solr;SQLite,Dynamodb;Elasticsearch;MySQL;PostgreSQL;Redis;Solr;SQLite,Amazon Web Services (AWS);Cloudflare;Google Cloud,Amazon Web Services (AWS);Cloudflare,Symfony,Symfony,RabbitMQ,RabbitMQ,Ansible;Ant;APT;Composer;Make;Terraform,Ansible;Ant;APT;Composer;Make;Terraform,PhpStorm;Vim,PhpStorm;Vim,Ubuntu,Ubuntu,GitHub Discussions;Jira;Markdown File,GitHub Discussions;Jira;Markdown File,Google Meet;Slack,Google Meet;Slack,NA,NA,NA,NA,Stack Overflow;Stack Exchange,A few times per week,Yes,Less than once per month or monthly,"No, not really",NA,"No, and I don't plan to",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Appropriate in length,Neither easy nor difficult,NA
160,I agree,I am a developer by profession,25-34 years old,"Employed, full-time;Independent contractor, freelancer, or self-employed","Hybrid (some remote, some in-person)",Hobby;Contribute to open-source projects;Professional development or self-paced learning from online courses,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Books / Physical media;On the job training;Other online resources (e.g., videos, blogs, forum)",Formal documentation provided by the owner of the tech;Blogs with tips and tricks;Written Tutorials;Click to write Choice 20;Stack Overflow,NA,13,11,Engineering manager,"1,000 to 4,999 employees",I have a great deal of influence,Investigate,Start a free trial;Visit developer communities like Stack Overflow;Read ratings or reviews on third party sites like G2 Crowd,Poland,"PLN	Polish zloty",200000,C#;Dart;Java;JavaScript;Kotlin;Ruby;SQL;Swift;TypeScript,C#;F#;Kotlin;Rust;SQL;Swift;TypeScript,InfluxDB;Microsoft SQL Server;MongoDB;PostgreSQL;RavenDB;Redis;SQLite,Elasticsearch;InfluxDB;Microsoft SQL Server;MongoDB;PostgreSQL;RavenDB;Redis;SQLite,Amazon Web Services (AWS);Cloudflare;Microsoft Azure,Cloudflare;Microsoft Azure,ASP.NET CORE;Blazor;NestJS;Node.js;React,ASP.NET CORE;Blazor;React,.NET (5+) ;.NET Framework (1.0 - 4.8);Flutter;RabbitMQ,.NET (5+) ;RabbitMQ,Chocolatey;Dagger;Docker;Gradle;Homebrew;npm;NuGet;pnpm,Chocolatey;Dagger;Docker;Gradle;Homebrew;NuGet;pnpm,Android Studio;DataGrip;Fleet;IntelliJ IDEA;Notepad++;Rider;Sublime Text;Visual Studio Code,Android Studio;DataGrip;Fleet;IntelliJ IDEA;Jupyter Notebook/JupyterLab;Notepad++;Rider;Sublime Text;Visual Studio Code,Android;Windows;Windows Subsystem for Linux (WSL),Android;Debian;MacOS;Ubuntu;Windows;Windows Subsystem for Linux (WSL),Azure Devops;Clickup;Confluence;GitHub Discussions;Jira;Markdown File;Notion,Azure Devops;Clickup;GitHub Discussions;Jira;Markdown File;Notion,Google Meet;Mattermost;Microsoft Teams;Slack;Telegram;Whatsapp;Zoom,Mattermost;Microsoft Teams;Slack;Telegram,Bing AI;ChatGPT;Phind,ChatGPT;Phind,GitHub Copilot,GitHub Copilot;Tabnine,Stack Overflow;Stack Exchange,Daily or almost daily,Yes,Multiple times per day,"Yes, definitely",I would love to see Stack Overflow dataset to be a part of AI that will accelerate a development experience. But at the same time this cannot kill the community itself due to lack of incentive to use StackOverflow website. I think AI that is using SO as a source should attribute question that it's using for a response,Yes,Very favorable,Increase productivity;Greater efficiency;Speed up learning,Neither trust nor distrust,Learning about a codebase;Project planning;Debugging and getting help;Deployment and monitoring;Collaborating with teammates ,Writing code;Documenting code;Testing code;Committing and reviewing code,,NA,NA,NA,NA,NA,Yes,People manager,11,Strongly agree,Disagree,Neither agree nor disagree,Strongly agree,Agree,Agree,Strongly agree,Strongly agree,1-2 times a week,3-5 times a week,1-2 times a week,15-30 minutes a day,30-60 minutes a day,DevOps function;Observability tools;Continuous integration (CI) and (more often) continuous delivery,"Information Services, IT, Software Development, or other Technology",Appropriate in length,Easy,47852
161,I agree,I am a developer by profession,25-34 years old,"Employed, full-time","Hybrid (some remote, some in-person)",Hobby,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","On the job training;School (i.e., University, College, etc)",NA,NA,11,5,"Developer, front-end",2 to 9 employees,I have a great deal of influence,Investigate,Start a free trial;Ask developers I know/work with;Visit developer communities like Stack Overflow,Austria,EUR European Euro,56000,Bash/Shell (all shells);C#;HTML/CSS;JavaScript;Kotlin;Objective-C;Python;Ruby;Swift;TypeScript,Python;Swift;TypeScript,NA,NA,NA,NA,Angular;WordPress,Angular,Ionic;SwiftUI,Flutter;Ionic;SwiftUI,Docker;Gradle;Homebrew;Make;Maven (build tool);npm;Webpack,Docker;Homebrew;Make;npm;Webpack,Android Studio;Visual Studio Code;Xcode,Android Studio;Visual Studio Code;Xcode,iOS;iPadOS;MacOS;Windows,Android;iOS;iPadOS;MacOS,Azure Devops;Jira;Miro;Redmine,Azure Devops;Jira;Miro;Redmine,Discord;Microsoft Teams;Slack;Telegram;Whatsapp;Zoom,Discord;Microsoft Teams;Slack;Telegram;Whatsapp;Zoom,NA,NA,NA,NA,Stack Overflow,Daily or almost daily,Yes,Daily or almost daily,"Yes, definitely",NA,"No, but I plan to soon",Indifferent,NA,Neither trust nor distrust,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Individual contributor,5,Agree,Strongly disagree,Neither agree nor disagree,Agree,Agree,Disagree,Strongly disagree,Strongly agree,6-10 times a week,Never,Never,60-120 minutes a day,30-60 minutes a day,DevOps function;Microservices;Automated testing;Continuous integration (CI) and (more often) continuous delivery,"Information Services, IT, Software Development, or other Technology",Too long,Easy,59970
162,I agree,I am a developer by profession,55-64 years old,"Independent contractor, freelancer, or self-employed",In-person,I don’t code outside of work,Something else,"Books / Physical media;Online Courses or Certification;On the job training;Other online resources (e.g., videos, blogs, forum)",Formal documentation provided by the owner of the tech;Blogs with tips and tricks;How-to videos;Video-based Online Courses;Written Tutorials;Click to write Choice 20;Stack Overflow;Interactive tutorial,NA,14,12,"Developer, full-stack","Just me - I am a freelancer, sole proprietor, etc.",I have a great deal of influence,Other,Start a free trial;Ask developers I know/work with,Austria,EUR European Euro,NA,HTML/CSS;JavaScript;PHP;SQL,NA,MariaDB;MySQL,NA,NA,NA,jQuery;WordPress,NA,NA,NA,NA,NA,Visual Studio Code,NA,MacOS,,NA,NA,Signal;Skype;Zoom,NA,NA,NA,NA,NA,Stack Overflow,A few times per week,Yes,A few times per week,Neutral,NA,"No, and I don't plan to",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Appropriate in length,Neither easy nor difficult,NA
163,I agree,I am a developer by profession,25-34 years old,"Employed, full-time",In-person,Hobby,"Associate degree (A.A., A.S., etc.)","Books / Physical media;Colleague;On the job training;Other online resources (e.g., videos, blogs, forum)",Formal documentation provided by the owner of the tech;Written-based Online Courses;Written Tutorials;Click to write Choice 20;Stack Overflow,NA,8,3,"Developer, full-stack",500 to 999 employees,I have little or no influence,NA,Visit developer communities like Stack Overflow;Read ratings or reviews on third party sites like G2 Crowd,Belgium,EUR European Euro,50000,C#;JavaScript;SQL;Visual Basic (.Net),C#;JavaScript;SQL,IBM DB2;Microsoft SQL Server,Microsoft SQL Server,NA,NA,ASP.NET CORE,ASP.NET CORE,.NET (5+) ,.NET (5+) ,NA,NA,NA,NA,Android;Windows,Windows,NA,NA,Microsoft Teams,NA,NA,NA,NA,NA,Stack Overflow;Stack Exchange,Daily or almost daily,Yes,Less than once per month or monthly,Neutral,NA,"No, and I don't plan to",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Individual contributor,4,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Never,1-2 times a week,Never,Over 120 minutes a day,Less than 15 minutes a day,DevOps function,Other,Appropriate in length,Neither easy nor difficult,53545
164,I agree,I am a developer by profession,25-34 years old,"Employed, full-time;Independent contractor, freelancer, or self-employed",Remote,Hobby;Professional development or self-paced learning from online courses;Freelance/contract work,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Hackathons (virtual or in-person);Online Courses or Certification;On the job training;Other online resources (e.g., videos, blogs, forum)",Formal documentation provided by the owner of the tech;Blogs with tips and tricks;Books;Recorded coding sessions;How-to videos;Video-based Online Courses;Written-based Online Courses;Stack Overflow;Interactive tutorial;Certification videos,Codecademy;Udemy;Pluralsight;Coursera,14,10,"Engineer, data","1,000 to 4,999 employees",I have some influence,Investigate,Start a free trial;Ask developers I know/work with;Visit developer communities like Stack Overflow,Romania,"RON	Romanian leu",15000,HTML/CSS;Java;JavaScript;R;SQL;VBA,PowerShell;Python;SQL,BigQuery;Cassandra;Clickhouse;Cloud Firestore;Firebase Realtime Database;MariaDB;Microsoft SQL Server;MongoDB;MySQL;Neo4J;Oracle;PostgreSQL,BigQuery;Cloud Firestore;Firebase Realtime Database;Microsoft SQL Server;MongoDB;Neo4J,Amazon Web Services (AWS);Firebase;Google Cloud;Heroku;Microsoft Azure;Vercel,Google Cloud;Microsoft Azure,NA,NA,Apache Spark;NumPy;Pandas;Scikit-Learn,Apache Spark;Hugging Face Transformers;Keras;NumPy;Opencv;Pandas;Scikit-Learn;TensorFlow;Torch/PyTorch,Docker;Terraform,Docker;Pulumi;Terraform,IntelliJ IDEA;Jupyter Notebook/JupyterLab;Notepad++;PyCharm,IntelliJ IDEA;Jupyter Notebook/JupyterLab;Notepad++;PyCharm,Windows,Ubuntu;Windows,Asana;Azure Devops;Confluence;Jira;Microsoft Lists;Miro;Notion;Smartsheet;Trello,Azure Devops;Jira;Notion;Trello,Google Meet;Microsoft Teams;Whatsapp,Google Meet;Microsoft Teams;Whatsapp,Bing AI;ChatGPT;WolframAlpha,Bing AI;ChatGPT;WolframAlpha,GitHub Copilot,GitHub Copilot,Stack Overflow;Stack Exchange,A few times per month or weekly,Yes,I have never participated in Q&A on Stack Overflow,"Yes, definitely","I would like Stackoverflow to offer the best service possible, no matter what tools they use. AI could help in improving search.",Yes,Very favorable,Increase productivity;Speed up learning;Improve accuracy in coding;Improve collaboration,Somewhat trust,Project planning;Debugging and getting help;Testing code;Deployment and monitoring;Collaborating with teammates ,Learning about a codebase;Writing code;Documenting code,Committing and reviewing code,NA,NA,NA,NA,NA,Yes,Individual contributor,10,Agree,Strongly agree,Disagree,Neither agree nor disagree,Agree,Agree,Strongly agree,Agree,1-2 times a week,1-2 times a week,1-2 times a week,60-120 minutes a day,30-60 minutes a day,Microservices;Automated testing;Developer portal or other central places to find tools/services;Continuous integration (CI) and (more often) continuous delivery,"Information Services, IT, Software Development, or other Technology",Appropriate in length,Neither easy nor difficult,3237
